?qid	?target_col	?target_col_guid
Q100963892	<http://www.wikidata.org/entity/Q29468>	Q100963892-53210b25-4a05-2c25-2a80-b6c4b5a6496f
Q101097022	<http://www.wikidata.org/entity/Q29468>	Q101097022-9ccd1962-44f3-38a9-5df8-1524af778b6e
Q101136890	<http://www.wikidata.org/entity/Q29552>	Q101136890-267590D7-D814-4F92-BB38-6B09A36C9D40
Q101196462	<http://www.wikidata.org/entity/Q29468>	Q101196462-4A3318C0-67D9-40D8-9835-47EBF2598AB7
Q101196632	<http://www.wikidata.org/entity/Q29552>	Q101196632-EE39402F-130C-4AE3-AE96-54CCB2016FC1
Q101196971	<http://www.wikidata.org/entity/Q29468>	Q101196971-15BA4B81-26FA-44DB-971F-BA8280B2CC95
Q101197341	<http://www.wikidata.org/entity/Q29468>	Q101197341-32CF10AF-E60A-4B4F-8049-E1692D04100E
Q101198561	<http://www.wikidata.org/entity/Q29468>	Q101198561-5011cd74-44e1-c2ee-c8b3-fd7a9f9dda7c
Q101204553	<http://www.wikidata.org/entity/Q29468>	Q101204553-C3C83E24-60BA-40F7-8840-622031DD68C9
Q101251378	<http://www.wikidata.org/entity/Q15980666>	Q101251378-7922fb98-431e-80c4-3062-2ca020df0a24
Q101410	<http://www.wikidata.org/entity/Q20012759>	q101410-25A9AB36-4D94-4025-9AB6-1C7846B22006
Q101428652	<http://www.wikidata.org/entity/Q29552>	Q101428652-738E8D97-D11C-483C-9A45-DB7E3ADE1EC9
Q101486630	<http://www.wikidata.org/entity/Q29468>	Q101486630-23dd3f4f-497f-5e40-56ce-b879ee8ab940
Q101547	<http://www.wikidata.org/entity/Q83162>	q101547-23A3C9A1-1CC6-449E-819A-16942732C96E
Q1018322	<http://www.wikidata.org/entity/Q29468>	Q1018322-945BD956-C46E-42F9-959B-18824ABD8EC3
Q102131357	<http://www.wikidata.org/entity/Q29552>	Q102131357-862552a5-4093-f60d-f32f-4dab6895cb3e
Q102184540	<http://www.wikidata.org/entity/Q29468>	Q102184540-6B1C0848-467E-49AB-8433-0D3FC2F5A102
Q102226702	<http://www.wikidata.org/entity/Q29552>	Q102226702-0DD0B06A-AAE4-43AB-8451-E9AC5468F78F
Q102277679	<http://www.wikidata.org/entity/Q29468>	Q102277679-E43A4F5E-3107-4AE9-B923-42E55DA37960
Q102277702	<http://www.wikidata.org/entity/Q29468>	Q102277702-5273EBE9-3811-44A1-98CF-CBDBBECC2553
Q1026119	<http://www.wikidata.org/entity/Q29552>	Q1026119-56AA965A-9476-443D-9158-C531C4BD7156
Q1026532	<http://www.wikidata.org/entity/Q29552>	Q1026532-FB9190A6-F081-4F27-8C85-117F39E95366
Q1027026	<http://www.wikidata.org/entity/Q29468>	Q1027026-481DAF2F-3DD1-4D18-8141-CDB0F65456A4
Q1027431	<http://www.wikidata.org/entity/Q29552>	Q1027431-908FE7C0-8796-40B7-8735-710FCEBB98AD
